他 没有 工作 吗 ？,他没有工作吗？,tā méiyǒu gōngzuò ma ？,Is he not working?,[sound:hsk1_grammar_sent12.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
他们 没有 爸爸 妈妈 。,他们没有爸爸妈妈。,tāmen méiyǒu bàbà māmā 。,They don't have parents.,[sound:hsk1_grammar_sent13.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我们 在 北京 没有 房子 。,我们在北京没有房子。,wǒmen zài běijīng méiyǒu fángzǐ 。,We don't have a house in Beijing.,[sound:hsk1_grammar_sent14.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
你 爸爸 没有 手机 吗 ？,你爸爸没有手机吗？,nǐ bàbà méiyǒu shǒujī ma ？,Does your dad have a cell phone?,[sound:hsk1_grammar_sent15.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
你们 在 上海 没有 朋友 吗 ？,你们在上海没有朋友吗？,nǐmen zài shànghǎi méiyǒu péngyǒu ma ？,Do you have no friends in Shanghai?,[sound:hsk1_grammar_sent16.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我 的 老师 现在 没有 男朋友 。,我的老师现在没有男朋友。,wǒ de lǎoshī xiànzài méiyǒu nánpéngyǒu 。,My teacher does not have a boyfriend now.,[sound:hsk1_grammar_sent17.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
他们 都 没有 电脑 吗 ？,他们都没有电脑吗？,tāmen dū méiyǒu diànnǎo ma ？,Do they have no computers?,[sound:hsk1_grammar_sent18.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
这 个 周末 你们 都 没有 时间 吗 ？,这个周末你们都没有时间吗？,zhè gè zhōumò nǐmen dū méiyǒu shíjiān ma ？,Do you have any time this weekend?,[sound:hsk1_grammar_sent19.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我 没有 车 。,我没有车。,wǒ méiyǒu chē 。,I do not have a car.,[sound:hsk1_grammar_sent20.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我 没 钱 。,我没钱。,wǒ méi qián 。,I have no money.,[sound:hsk1_grammar_sent21.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
你 没 男朋友 吗 ？,你没男朋友吗？,nǐ méi nánpéngyǒu ma ？,Don't you have a boyfriend?,[sound:hsk1_grammar_sent22.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
你们 没 车 吗 ？,你们没车吗？,nǐmen méi chē ma ？,Don't you have a car?,[sound:hsk1_grammar_sent23.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
老板 现在 没 时间 。,老板现在没时间。,lǎobǎn xiànzài méi shíjiān 。,The boss has no time now.,[sound:hsk1_grammar_sent24.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
我 没 工作，我 老公 也 没 工作 。,我没工作，我老公也没工作。,wǒ méi gōngzuò，wǒ lǎogōng yě méi gōngzuò 。,"I am not working, and my husband is not working.",[sound:hsk1_grammar_sent25.mp3],:: 没 + 有 (+ Obj.) ::,"Negating, Denying and refusing","Negation of ""you"" with ""mei""",https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q
他们 不 是 坏 孩子 。,他们不是坏孩子。,tāmen bù shì huài háizǐ 。,They are not bad boys.,[sound:hsk1_grammar_sent26.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
我们 不 喝 酒 。,我们不喝酒。,wǒmen bù hē jǐu 。,We don't drink.,[sound:hsk1_grammar_sent27.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
我 今天 不 想 工作 。,我今天不想工作。,wǒ jīntiān bù xiǎng gōngzuò 。,I don't want to work today.,[sound:hsk1_grammar_sent28.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
你 不 喜欢 我 吗 ？,你不喜欢我吗？,nǐ bù xǐhuān wǒ ma ？,Don't you like me?,[sound:hsk1_grammar_sent29.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
为什么 你 不 喜欢 喝 咖啡 ？,为什么你不喜欢喝咖啡？,wèishíyāo nǐ bù xǐhuān hē kāfēi ？,Why don't you like coffee?,[sound:hsk1_grammar_sent30.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
我 没有时间 。,我没有时间。,wǒ méiyǒushíjiān 。,I do not have time.,[sound:hsk1_grammar_sent31.mp3],:: Subj. + 不 + Verb + Obj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
我 不 饿 。,我不饿。,wǒ bù è 。,I'm not hungry.,[sound:hsk1_grammar_sent32.mp3],:: Subj. + 不 + Adj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
这 个 不 贵 。,这个不贵。,zhè gè bù gùi 。,This is not expensive.,[sound:hsk1_grammar_sent33.mp3],:: Subj. + 不 + Adj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
公司 不 大 。,公司不大。,gōngsī bù dà 。,The company is not big.,[sound:hsk1_grammar_sent34.mp3],:: Subj. + 不 + Adj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
老板 今天 很 不 高兴 。,老板今天很不高兴。,lǎobǎn jīntiān hěn bù gāoxīng 。,The boss is very upset today.,[sound:hsk1_grammar_sent35.mp3],:: Subj. + 不 + Adj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
我 哥哥 不 高，但是 很 帅 。,我哥哥不高，但是很帅。,wǒ gēgē bù gāo，dànshì hěn shuài 。,"My brother is not tall, but very handsome.",[sound:hsk1_grammar_sent36.mp3],:: Subj. + 不 + Adj. ::,"Negating, Describing actions, Denying and refusing, Referring to habitual actions, Referring to the present, Referring to the future","Standard negation with ""bu""",https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV
你们 都 认识 John 吗 ？,你们都认识John吗？,nǐmen dū rènshì John ma ？,Do you all know John?,[sound:hsk1_grammar_sent37.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
他们 都 在 上海 。,他们都在上海。,tāmen dū zài shànghǎi 。,They are all in Shanghai.,[sound:hsk1_grammar_sent38.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
明天 我们 都 可以 去 。,明天我们都可以去。,míngtiān wǒmen dū kěyǐ qù 。,We can all go tomorrow.,[sound:hsk1_grammar_sent39.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你们 都 用 wiki 吗 ？,你们都用wiki吗？,nǐmen dū yòng wiki ma ？,Do you all use wiki?,[sound:hsk1_grammar_sent40.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我们 都 要 冰水 。,我们都要冰水。,wǒmen dū yào bīngshǔi 。,We all have ice water.,[sound:hsk1_grammar_sent41.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我们 两 个 都 爱 你 。,我们两个都爱你。,wǒmen liǎng gè dū ài nǐ 。,Both of us love you.,[sound:hsk1_grammar_sent42.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你 爸爸 和 你 妈妈 都 是 美国人 吗 ？,你爸爸和你妈妈都是美国人吗？,nǐ bàbà hé nǐ māmā dū shì měiguórén ma ？,Are your father and mother both American?,[sound:hsk1_grammar_sent43.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我 和 我 太太 都 不 吃 肉 。,我和我太太都不吃肉。,wǒ hé wǒ tàitài dū bù chī ròu 。,Neither my wife nor I eat meat.,[sound:hsk1_grammar_sent44.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
你们 两个 都 喜欢 中国 菜 吗 ？,你们两个都喜欢中国菜吗？,nǐmen liǎnggè dū xǐhuān zhōngguó cài ma ？,Do you both like Chinese food?,[sound:hsk1_grammar_sent45.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
她 和 她 老公 都 没有 工作 。,她和她老公都没有工作。,tā hé tā lǎogōng dū méiyǒu gōngzuò 。,Neither she nor her husband has a job.,[sound:hsk1_grammar_sent46.mp3],:: Subj. + 都 + [Verb Phrase] ::,"Emphasizing, Expressing quantity","The ""all"" adverb ""dou""",https://resources.allsetlearning.com/chinese/grammar/ASG9YK09
我 也 喜欢 。,我也喜欢。,wǒ yě xǐhuān 。,I would also like.,[sound:hsk1_grammar_sent47.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 也 是 学生 。,我也是学生。,wǒ yě shì xuéshēng 。,I am a student too.,[sound:hsk1_grammar_sent48.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
她 也 有 一个 儿子 。,她也有一个儿子。,tā yě yǒu yīgè érzǐ 。,She also has a son.,[sound:hsk1_grammar_sent49.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他们 也 是 法国 人 吗 ？,他们也是法国人吗？,tāmen yě shì fǎguó rén ma ？,Are they also French?,[sound:hsk1_grammar_sent50.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 也 想 学 中文 。,我也想学中文。,wǒ yě xiǎng xué zhōngwén 。,I also want to learn Chinese.,[sound:hsk1_grammar_sent51.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他们 也 会 去吗 ？,他们也会去吗？,tāmen yě hùi qùma ？,Will they go too?,[sound:hsk1_grammar_sent52.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 妈妈 也 喜欢 吃 饺子 。,我妈妈也喜欢吃饺子。,wǒ māmā yě xǐhuān chī jiǎozǐ 。,My mother also likes to eat dumplings.,[sound:hsk1_grammar_sent53.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
孩子 也 可以 喝酒 吗 ？,孩子也可以喝酒吗？,háizǐ yě kěyǐ hējǐu ma ？,Can children drink alcohol too?,[sound:hsk1_grammar_sent54.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你 也 想 来 我 家 吗 ？,你也想来我家吗？,nǐ yě xiǎng lái wǒ jiā ma ？,Do you want to come to my house too?,[sound:hsk1_grammar_sent55.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
她 也 觉得 这 个 老师 不 好 。,她也觉得这个老师不好。,tā yě juédé zhè gè lǎoshī bù hǎo 。,She also thinks this teacher is bad.,[sound:hsk1_grammar_sent56.mp3],:: Subj. + 也 + Verb / [Verb Phrase] ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 也 不 喜欢 。,我也不喜欢。,wǒ yě bù xǐhuān 。,I dont like it either.,[sound:hsk1_grammar_sent57.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 也 不 知道 。,我也不知道。,wǒ yě bù zhīdào 。,I do not know either.,[sound:hsk1_grammar_sent58.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他 也 没 有 。,他也没有。,tā yě méi yǒu 。,Neither did he.,[sound:hsk1_grammar_sent59.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你 也 不 想 来 我 家 吗 ？,你也不想来我家吗？,nǐ yě bù xiǎng lái wǒ jiā ma ？,Don't you want to come to my house?,[sound:hsk1_grammar_sent60.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
你 也 很 高 。,你也很高。,nǐ yě hěn gāo 。,You are also tall.,[sound:hsk1_grammar_sent61.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
他 也 很 胖 。,他也很胖。,tā yě hěn pàng 。,He is also very fat.,[sound:hsk1_grammar_sent62.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 爸爸 也 很 帅 。,我爸爸也很帅。,wǒ bàbà yě hěn shuài 。,My dad is also very handsome.,[sound:hsk1_grammar_sent63.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
湖南 菜 也 很 辣 。,湖南菜也很辣。,húnán cài yě hěn là 。,Hunan cuisine is also very spicy.,[sound:hsk1_grammar_sent64.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这 种 酒 也 很 好喝 。,这种酒也很好喝。,zhè zhǒng jǐu yě hěn hǎohē 。,This wine is also delicious.,[sound:hsk1_grammar_sent65.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这 个 地方 也 很 漂亮 。,这个地方也很漂亮。,zhè gè dìfāng yě hěn piāoliàng 。,This place is also very beautiful.,[sound:hsk1_grammar_sent66.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
昨天 很 冷 ， 今天 也 很 冷 。,昨天很冷，今天也很冷。,zuótiān hěn lěng ， jīntiān yě hěn lěng 。,It was cold yesterday and it is cold today.,[sound:hsk1_grammar_sent67.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
这 个 问题 也 很 麻烦 。,这个问题也很麻烦。,zhè gè wèntí yě hěn máfán 。,This problem is also very troublesome.,[sound:hsk1_grammar_sent68.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
我 觉得 这 个 餐厅 也 很 好 。,我觉得这个餐厅也很好。,wǒ juédé zhè gè cāntīng yě hěn hǎo 。,I think this restaurant is also very good.,[sound:hsk1_grammar_sent69.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
 你 是 美国人 。 我 也 是 。,你是美国人。我也是。, nǐ shì měiguórén 。 wǒ yě shì 。,are you American. me too.,[sound:hsk1_grammar_sent70.mp3],:: Subj. + 也 (+ Adv.) + Adj. ::,Adding more explanation,"The ""also"" adverb ""ye""",https://resources.allsetlearning.com/chinese/grammar/ASGG25MD
她 多 高 ？,她多高？,tā duō gāo ？,How tall is she?,[sound:hsk1_grammar_sent71.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你家 多 大 ？,你家多大？,nǐjiā duō dà ？,How big is your home?,[sound:hsk1_grammar_sent72.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 的 孩子 多 大 ？,你的孩子多大？,nǐ de háizǐ duō dà ？,How old are you children?,[sound:hsk1_grammar_sent73.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
黄河 多 长 ？,黄河多长？,huánghé duō cháng ？,How long is the Yellow River?,[sound:hsk1_grammar_sent74.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 家 离 这儿 多 远 ？,你家离这儿多远？,nǐ jiā lí zhèér duō yuǎn ？,How far is your home from here?,[sound:hsk1_grammar_sent75.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 要 在 美国 待 多 久 ？,你要在美国待多久？,nǐ yào zài měiguó dài duō jǐu ？,How long will you stay in the United States?,[sound:hsk1_grammar_sent76.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
这些 东西 多 重 ？,这些东西多重？,zhèxiē dōngxī duō zhòng ？,How heavy are these things?,[sound:hsk1_grammar_sent77.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 我们 现在 多 胖 吗 ？,你知道我们现在多胖吗？,nǐ zhīdào wǒmen xiànzài duō pàng ma ？,Do you know how fat we are now?,[sound:hsk1_grammar_sent78.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 这里 的 冬天 多 冷 吗 ？,你知道这里的冬天多冷吗？,nǐ zhīdào zhèlǐ de dōngtiān duō lěng ma ？,Do you know how cold it is in winter?,[sound:hsk1_grammar_sent79.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 上海 的 房子 多 贵 吗 ？,你知道上海的房子多贵吗？,nǐ zhīdào shànghǎi de fángzǐ duō gùi ma ？,Do you know how expensive a house in Shanghai is?,[sound:hsk1_grammar_sent80.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
我 家 不 太 大 。,我家不太大。,wǒ jiā bù tài dà 。,My home is not too big.,[sound:hsk1_grammar_sent81.mp3],:: Subj. + 不太 + Adj. ::,Adding more explanation,"Expressing ""not very"" with ""bu tai""",https://resources.allsetlearning.com/chinese/grammar/ASGUNMHU
那 个 地方 不 太 远 。,那个地方不太远。,nà gè dìfāng bù tài yuǎn 。,That place is not too far away.,[sound:hsk1_grammar_sent82.mp3],:: Subj. + 不太 + Adj. ::,Adding more explanation,"Expressing ""not very"" with ""bu tai""",https://resources.allsetlearning.com/chinese/grammar/ASGUNMHU
老板 今天 不 太 高兴 。,老板今天不太高兴。,lǎobǎn jīntiān bù tài gāoxīng 。,The boss is not very happy today.,[sound:hsk1_grammar_sent83.mp3],:: Subj. + 不太 + Adj. ::,Adding more explanation,"Expressing ""not very"" with ""bu tai""",https://resources.allsetlearning.com/chinese/grammar/ASGUNMHU
